Row_ID,Date_ID,Customer_ID,Product_ID,ship_ID,Category_ID,City_ID,Sales,Quantity,Discount,Profit
5683,1063,RD-19585,OFF-PA-10004248,2,2,418,15.84,3,0.0,7.128
5686,599,KL-16645,OFF-BI-10002794,4,2,5,98.352,3,0.2,35.6526
5687,1064,CK-12205,OFF-FA-10000621,4,2,265,14.32,5,0.2,5.191
5690,207,RB-19705,FUR-CH-10002044,2,1,13,275.058,3,0.3,-90.3762
5691,895,KM-16225,OFF-AR-10000817,2,2,249,27.36,9,0.0,9.3024
5696,465,AH-10465,FUR-TA-10001676,1,1,9,71.088,2,0.2,-1.7772
5697,336,AG-10765,OFF-BI-10000309,2,2,23,27.396,9,0.8,-42.4638
5699,732,EB-14170,OFF-LA-10002312,4,2,129,11.84,1,0.2,4.44
5700,132,PG-18895,OFF-PA-10003022,2,2,9,35.88,6,0.0,17.5812
5701,390,CA-12055,OFF-EN-10001532,3,2,139,40.752,3,0.2,15.282
5703,637,SS-20875,OFF-AR-10003829,2,2,293,2.624,1,0.2,0.2952
5706,935,RP-19390,OFF-SU-10002522,2,2,55,11.64,3,0.0,3.3756
5707,585,SC-20440,OFF-BI-10004828,1,2,21,40.176,3,0.2,14.5638
5708,412,NW-18400,FUR-FU-10001095,2,1,21,79.44,3,0.0,30.1872
5713,689,KW-16435,TEC-PH-10003092,4,3,23,36.792,1,0.2,4.1391
5714,72,HR-14770,TEC-PH-10003655,2,3,21,5.94,3,0.0,1.6038
5715,145,AG-10900,OFF-ST-10001476,2,2,103,177.55,5,0.0,47.9385
5716,330,BM-11650,TEC-AC-10002049,1,3,448,619.95,5,0.0,111.591
5720,1065,RD-19720,OFF-ST-10001031,1,2,241,81.4,5,0.0,21.164
5721,717,KB-16585,OFF-FA-10000304,3,2,25,8.72,5,0.2,2.289
5724,182,DW-13585,OFF-PA-10004735,2,2,9,12.96,2,0.0,6.2208
5725,358,VG-21805,OFF-ST-10002574,2,2,23,331.536,3,0.2,-82.884
5726,12,DR-12880,TEC-AC-10004171,3,3,21,899.91,9,0.0,395.9604
5727,124,AH-10690,TEC-PH-10002922,2,3,13,946.344,7,0.2,118.293
5728,166,JP-15520,TEC-AC-10003023,2,3,7,178.11,3,0.0,32.0598
5733,222,DR-12880,FUR-BO-10002598,3,1,452,638.82,9,0.0,185.2578
5736,290,JK-15625,OFF-BI-10000174,2,2,21,13.92,3,0.2,4.872
5737,407,MV-17485,OFF-PA-10002893,2,2,2,19.36,2,0.0,9.2928
5739,413,BP-11155,OFF-BI-10004233,2,2,9,38.376,3,0.2,13.4316
5740,615,DH-13075,OFF-PA-10000232,3,2,55,12.96,2,0.0,6.3504
5747,16,LH-16900,TEC-PH-10002496,2,3,203,249.584,2,0.2,31.198
5750,551,DK-13090,TEC-PH-10000923,2,3,86,74.95,5,0.0,36.7255
5751,992,SS-20410,FUR-TA-10001539,2,1,453,355.455,3,0.5,-184.8366
5752,115,FP-14320,OFF-LA-10003498,2,2,71,44.4,3,0.0,22.2
5754,1066,LC-17050,FUR-CH-10000015,2,1,103,866.4,4,0.0,225.264
5755,368,AS-10240,OFF-AR-10003732,1,2,25,5.56,2,0.0,1.4456
5756,1005,HG-15025,OFF-AP-10004052,2,2,6,3.16,4,0.8,-8.532
5758,1067,BW-11065,FUR-FU-10004270,2,1,254,46.152,3,0.2,12.1149
5759,6,BH-11710,TEC-MA-10000423,3,3,147,32.985,3,0.5,-1.9791
5760,945,JP-16135,OFF-ST-10001526,4,2,2,481.32,4,0.0,125.1432
5762,801,JM-16195,OFF-AP-10000828,3,2,454,542.94,3,0.0,152.0232
5764,502,FH-14365,FUR-CH-10004983,3,1,86,1448.82,10,0.1,209.274
5765,229,MC-17575,OFF-ST-10003994,1,2,5,353.88,6,0.0,17.694
5766,1068,EB-13870,TEC-PH-10004447,2,3,455,333.576,3,0.2,25.0182
5767,750,PM-19135,OFF-LA-10004545,2,2,53,60.144,6,0.2,20.2986
5768,565,AR-10345,TEC-AC-10003116,1,3,13,85.2,6,0.2,20.235
5769,1069,SS-20875,OFF-LA-10001641,2,2,274,3.15,1,0.0,1.512
5771,496,SC-20440,FUR-FU-10000010,2,1,2,14.91,3,0.0,4.6221
5773,650,EA-14035,TEC-CO-10002313,2,3,25,599.99,1,0.0,233.9961
5774,1070,TP-21130,OFF-ST-10001580,2,2,436,23.968,2,0.2,2.3968
5775,408,BP-11290,FUR-CH-10001545,2,1,2,638.288,7,0.2,-31.9144
5777,429,LM-17065,OFF-BI-10000301,2,2,110,15.528,3,0.2,5.823
5778,429,KT-16465,OFF-PA-10000994,2,2,9,104.85,1,0.0,50.328
5779,7,AP-10915,OFF-AR-10003156,2,2,2,30.48,3,0.0,7.9248
5781,788,JD-15790,TEC-MA-10003329,2,3,2,71.976,3,0.2,24.2919
5782,295,XP-21865,OFF-AR-10001547,1,2,456,2.21,1,0.0,0.5967
5785,280,JK-16090,FUR-BO-10001972,2,1,25,217.764,6,0.7,-384.7164
5789,318,MG-18205,FUR-FU-10003829,1,1,109,12.32,5,0.2,1.848
5791,365,PG-18820,OFF-FA-10002280,3,2,330,35.0,7,0.0,16.8
5796,411,LD-17005,OFF-ST-10002615,1,2,21,1395.54,9,0.0,362.8404
5800,1071,CR-12730,FUR-CH-10004495,1,1,23,421.372,2,0.3,-6.0196
5801,384,MN-17935,TEC-PH-10000895,3,3,237,575.968,4,0.2,43.1976
5803,204,RD-19900,TEC-PH-10000376,3,3,303,15.984,2,0.2,1.1988
5804,605,JP-16135,OFF-AR-10003504,2,2,25,10.272,3,0.2,1.1556
5805,38,KE-16420,OFF-ST-10000943,2,2,62,61.792,4,0.2,6.1792
5807,913,DL-13315,OFF-PA-10002195,1,2,290,12.192,3,0.2,4.1148
5810,1072,KB-16240,FUR-FU-10000723,2,1,347,132.224,4,0.2,-18.1808
5811,204,JD-16150,OFF-PA-10003127,2,2,71,105.52,4,0.0,48.5392
5814,740,SR-20740,OFF-PA-10003797,3,2,21,19.44,3,0.0,9.3312
5815,925,AC-10450,TEC-AC-10002718,3,3,68,11.672,1,0.2,-0.7295
5816,35,LS-17245,TEC-PH-10002170,4,3,457,279.96,4,0.0,78.3888
5821,605,CS-12175,OFF-SU-10000157,2,2,9,238.62,2,0.0,4.7724
5825,1073,AR-10510,OFF-AP-10003971,4,2,39,26.136,3,0.2,1.9602
5826,213,KB-16405,OFF-PA-10000418,1,2,21,419.4,4,0.0,201.312
5830,275,MM-17920,FUR-TA-10004575,2,1,103,581.96,2,0.0,104.7528
5832,1074,RF-19735,TEC-AC-10003095,2,3,71,519.96,4,0.0,176.7864
5833,658,BP-11290,OFF-LA-10000262,2,2,4,6.264,3,0.2,2.0358
5835,988,MJ-17740,OFF-BI-10003876,2,2,101,64.2,5,0.7,-42.8
5838,344,DO-13645,TEC-PH-10004100,2,3,2,57.568,4,0.2,5.7568
5839,1075,MV-17485,OFF-ST-10000636,2,2,5,83.7,5,0.0,3.348
5840,357,MG-17875,OFF-PA-10001972,1,2,82,32.4,5,0.0,15.552
5842,972,BS-11665,TEC-PH-10003174,2,3,71,415.968,4,0.2,51.996
5849,113,PO-19180,OFF-AP-10003849,2,2,44,715.64,2,0.0,178.91
5854,1076,DA-13450,OFF-BI-10003314,2,2,174,9.64,2,0.0,4.7236
5855,1077,AH-10690,OFF-ST-10001505,2,2,62,33.488,7,0.2,-1.2558
5859,213,JK-15730,FUR-BO-10004218,1,1,4,239.666,2,0.15,14.098
5860,549,MS-17530,FUR-TA-10002530,2,1,458,301.96,2,0.0,45.294
5861,1078,JK-15640,OFF-PA-10001526,1,2,11,7.968,2,0.2,2.8884
5862,766,CM-12235,OFF-PA-10001497,1,2,291,109.92,2,0.0,53.8608
5865,79,RS-19420,OFF-AP-10002765,1,2,256,79.47,3,0.0,22.2516
5868,810,BP-11185,OFF-AR-10004078,2,2,11,4.672,1,0.2,0.584
5870,77,MA-17995,FUR-CH-10001215,2,1,459,1603.136,4,0.2,100.196
5871,403,EB-13705,FUR-TA-10001771,4,1,126,1293.488,7,0.2,80.843
5872,446,RD-19900,FUR-FU-10004006,2,1,42,127.95,3,0.0,21.7515
5873,983,ME-17320,OFF-ST-10003282,2,2,39,59.76,1,0.0,16.7328
5874,400,EH-14005,OFF-BI-10002353,4,2,187,108.08,7,0.0,54.04
5876,1003,FM-14290,OFF-AR-10001954,3,2,11,11.736,3,0.2,1.0269
5877,371,FG-14260,OFF-BI-10001071,2,2,105,447.86,7,0.0,219.4514
5880,64,MV-17485,OFF-PA-10001815,2,2,21,192.16,4,0.0,92.2368
5881,31,JW-15220,FUR-CH-10001215,2,1,71,801.568,2,0.2,50.098
5884,69,EH-13765,FUR-FU-10004712,1,1,9,28.28,2,0.0,7.3528
5886,1079,LS-17245,OFF-BI-10000136,4,2,9,14.352,3,0.2,5.0232
5888,1048,BP-11050,OFF-ST-10001837,3,2,396,42.76,1,0.0,11.1176
5889,820,CC-12220,OFF-PA-10001952,2,2,460,45.68,2,0.0,21.0128
5890,167,JM-15580,OFF-BI-10002414,3,2,249,25.06,2,0.0,11.7782
5891,831,RD-19720,OFF-PA-10001790,2,2,23,38.432,1,0.2,13.4512
5894,18,SS-20410,OFF-BI-10004876,2,2,119,2.78,1,0.0,1.3622
5895,428,KD-16495,OFF-ST-10003123,2,2,2,99.87,3,0.0,23.9688
5896,301,PL-18925,OFF-LA-10003498,2,2,2,44.4,3,0.0,22.2
5898,1015,ZD-21925,FUR-FU-10003799,2,1,103,71.12,4,0.0,22.0472
5900,602,LS-16945,OFF-EN-10002621,2,2,9,9.78,1,0.0,4.89
5901,312,PB-18805,OFF-BI-10004528,2,2,9,24.192,9,0.2,7.56
5902,581,PC-18745,FUR-FU-10001889,2,1,59,31.56,3,0.0,10.4148
5903,44,FM-14290,OFF-PA-10000157,4,2,9,59.94,3,0.0,28.1718
5908,499,KD-16495,OFF-BI-10002353,2,2,50,24.704,2,0.2,9.264
5912,907,SC-20680,OFF-ST-10001328,2,2,5,46.53,3,0.0,13.0284
5913,829,DW-13585,OFF-SU-10004661,1,2,460,25.5,3,0.0,6.63
5914,14,PF-19120,OFF-ST-10000617,2,2,21,14.9,5,0.0,1.043
5924,491,DK-13225,FUR-TA-10002958,1,1,21,313.176,2,0.4,-120.0508
5925,123,RB-19435,OFF-AR-10001177,1,2,25,22.96,7,0.0,6.6584
5926,95,GD-14590,TEC-AC-10004975,2,3,318,1099.5,10,0.0,362.835
5927,918,RA-19885,FUR-TA-10001086,2,1,28,1215.92,8,0.0,316.1392
5928,856,DB-13555,OFF-LA-10000240,2,2,116,7.31,1,0.0,3.4357
5930,437,RL-19615,FUR-BO-10001519,3,1,11,87.21,3,0.5,-45.3492
5936,975,RB-19465,FUR-FU-10000221,4,1,5,25.4,5,0.0,8.636
5939,240,JF-15295,TEC-PH-10003811,2,3,244,95.992,1,0.2,9.5992
5941,386,RW-19690,TEC-AC-10001465,1,3,2,435.84,12,0.0,130.752
5943,876,VG-21790,TEC-PH-10001700,2,3,2,211.168,4,0.2,18.4772
5944,55,JM-15265,FUR-FU-10000771,2,1,2,6.28,1,0.0,2.6376
5948,471,BE-11455,OFF-BI-10004040,1,2,97,25.9,5,0.0,12.691
5949,916,CB-12535,OFF-EN-10003862,4,2,296,42.68,4,0.0,19.6328
5953,4,SD-20485,OFF-PA-10001826,2,2,13,20.736,4,0.2,7.2576
5954,809,SG-20890,OFF-AR-10001231,3,2,21,10.5,5,0.0,2.94
5955,7,TS-21430,FUR-FU-10000409,1,1,266,23.968,2,0.2,7.7896
5957,299,DK-13225,OFF-ST-10002756,1,2,9,676.55,5,0.0,6.7655
5961,839,ML-17395,FUR-FU-10003142,1,1,2,21.12,4,0.0,6.5472
5962,7,MA-17560,TEC-PH-10001425,1,3,2,575.928,9,0.2,57.5928
5965,648,LR-17035,OFF-SU-10004768,2,2,9,17.22,3,0.0,5.166
5968,804,BE-11335,OFF-PA-10001033,3,2,21,81.98,2,0.0,40.1702
5969,836,CC-12145,OFF-PA-10000418,3,2,71,104.85,1,0.0,50.328
5973,695,BD-11770,FUR-BO-10001811,2,1,21,240.784,1,0.2,30.098
5974,707,JK-15640,OFF-AP-10003779,2,2,21,414.96,2,0.0,124.488
5975,750,DB-13615,OFF-ST-10000676,2,2,36,387.72,5,0.2,-67.851
5976,1002,RR-19525,OFF-ST-10001496,2,2,357,360.38,2,0.0,93.6988
5978,558,SV-20935,TEC-PH-10004614,3,3,124,552.0,10,0.2,34.5
5979,557,RB-19465,FUR-TA-10001039,2,1,252,429.9,5,0.0,111.774
5983,831,MV-18190,OFF-PA-10000232,2,2,21,12.96,2,0.0,6.3504
5984,118,EH-14185,OFF-PA-10003657,1,2,11,20.544,6,0.2,6.42
5985,1080,JS-16030,FUR-FU-10001185,2,1,414,185.58,6,0.0,76.0878
5991,175,ES-14020,OFF-BI-10004390,2,2,2,2357.488,7,0.2,884.058
5994,25,NS-18640,OFF-ST-10001558,4,2,39,64.96,5,0.2,-4.06
5999,325,SH-19975,FUR-CH-10001708,2,1,461,338.352,3,0.2,4.2294
6002,736,RF-19345,FUR-FU-10002553,2,1,43,87.96,3,0.2,7.6965
6004,296,DL-12865,OFF-BI-10002794,2,2,101,12.294,1,0.7,-8.6058
6005,210,AG-10390,FUR-FU-10002597,2,1,2,19.76,4,0.0,8.2992
6006,121,SW-20245,FUR-CH-10003535,2,1,22,109.764,2,0.1,8.5372
6007,157,KN-16390,TEC-PH-10001527,2,3,218,128.85,3,0.0,3.8655
6008,719,GB-14530,FUR-FU-10004006,3,1,160,127.95,3,0.0,21.7515
6009,1081,CL-12565,OFF-PA-10000595,2,2,2,68.52,3,0.0,31.5192
6014,612,KF-16285,OFF-PA-10004405,3,2,2,14.9,5,0.0,7.152
6016,322,AY-10555,FUR-FU-10000747,2,1,2,91.96,2,0.0,15.6332
6020,1082,BD-11635,OFF-AP-10002892,1,2,39,91.92,5,0.2,11.49
6021,572,HG-15025,OFF-AP-10002222,4,2,462,17.34,2,0.0,4.6818
6023,664,CB-12025,OFF-EN-10002600,2,2,445,7.08,3,0.2,2.478
6024,558,LS-16945,TEC-AC-10004855,3,3,206,69.98,2,0.0,4.8986
6025,1043,DM-13015,OFF-AP-10000938,1,2,153,646.272,8,0.2,64.6272
6027,660,AC-10615,OFF-FA-10002701,2,2,5,8.4,5,0.0,0.336
6029,258,LT-17110,OFF-AR-10003752,3,2,109,18.48,2,0.2,6.006
6030,696,TB-21250,OFF-AR-10003829,3,2,2,9.84,3,0.0,2.8536
6031,91,AH-10585,FUR-CH-10000155,4,1,101,239.24,1,0.2,23.924
6032,591,SS-20140,FUR-FU-10003142,2,1,463,21.12,4,0.0,6.5472
6033,756,TD-20995,OFF-SU-10001218,3,2,21,54.9,5,0.0,15.372
6034,639,PP-18955,FUR-FU-10002963,2,1,2,15.24,3,0.0,5.1816
6035,1083,PG-18820,OFF-AP-10002578,2,2,239,19.568,2,0.8,-52.8336
6037,913,AA-10645,FUR-FU-10003347,2,1,431,42.6,3,0.0,16.614
6041,241,FA-14230,TEC-PH-10001817,2,3,2,859.2,3,0.2,75.18
6043,1084,TB-21520,FUR-FU-10002088,2,1,137,14.368,2,0.2,3.9512
6044,240,AH-10075,FUR-CH-10001482,1,1,290,314.352,3,0.2,-35.3646
6046,37,CP-12085,FUR-FU-10002937,2,1,94,238.152,3,0.2,89.307
6047,632,BF-11215,FUR-TA-10001771,2,1,32,692.94,3,0.0,173.235
6048,209,CP-12340,OFF-BI-10003305,2,2,101,16.146,9,0.7,-12.9168
6050,1085,LS-17245,OFF-PA-10000483,3,2,13,173.488,7,0.2,54.215
6051,334,TS-21655,OFF-AR-10000658,2,2,159,57.75,5,0.0,16.17
6053,713,JS-15940,OFF-PA-10002586,1,2,153,11.952,3,0.2,4.0338
6056,298,NF-18385,OFF-BI-10001617,3,2,381,2.068,1,0.8,-3.4122
6058,1086,KN-16705,OFF-EN-10001990,2,2,21,11.36,2,0.0,5.3392
6060,125,GA-14725,TEC-AC-10004859,2,3,11,27.968,2,0.2,6.992
6061,889,EH-14125,OFF-ST-10001476,2,2,31,142.04,4,0.0,38.3508
6063,707,RA-19285,TEC-CO-10004202,1,3,71,1199.96,5,0.2,224.9925
6066,57,TT-21070,OFF-LA-10001569,3,2,11,23.904,6,0.2,7.7688
6067,184,AH-10465,OFF-SU-10000898,2,2,464,88.96,8,0.2,10.008
6068,968,CC-12430,FUR-CH-10000225,2,1,81,518.272,8,0.2,-97.176
6071,802,KD-16495,OFF-LA-10004093,2,2,11,17.544,3,0.2,5.9211
6072,620,BG-11035,OFF-ST-10000025,2,2,90,152.688,2,0.2,-26.7204
6075,53,FH-14365,OFF-BI-10001718,2,2,2,153.552,3,0.2,51.8238
6077,142,PG-18820,TEC-AC-10001432,2,3,21,468.9,6,0.0,206.316
6081,485,NZ-18565,OFF-ST-10001172,3,2,13,151.056,9,0.2,7.5528
6082,1087,TB-21595,FUR-FU-10002396,4,1,271,25.16,5,0.6,-11.322
6083,441,JE-15475,OFF-BI-10004040,2,2,13,6.216,6,0.8,-9.6348
6088,639,EH-13945,FUR-FU-10004351,2,1,117,29.22,3,0.0,12.8568
6089,385,BF-10975,OFF-PA-10001870,2,2,186,6.48,1,0.0,3.1104
6090,116,PC-18745,OFF-BI-10002813,1,2,432,1.188,2,0.7,-0.99
6091,1088,SV-20365,FUR-CH-10003846,2,1,21,272.646,3,0.1,18.1764
6105,1029,Dp-13240,FUR-TA-10002356,3,1,11,314.532,2,0.4,-83.8752
6106,652,HR-14830,OFF-AR-10002399,2,2,101,13.632,4,0.2,3.5784
6107,414,WB-21850,OFF-AP-10001563,2,2,56,19.432,2,0.8,-49.5516
6109,108,AS-10090,OFF-LA-10001982,2,2,23,6.0,2,0.2,2.1
6111,396,SP-20920,FUR-CH-10004495,2,1,216,1474.802,7,0.3,-21.0686
6116,560,SP-20650,OFF-BI-10003291,2,2,465,41.904,6,0.2,14.1426
6117,373,CM-12655,TEC-PH-10002114,2,3,21,2279.96,4,0.0,592.7896
6119,20,JR-16210,TEC-PH-10001425,2,3,25,191.976,3,0.2,19.1976
6123,769,CB-12415,OFF-ST-10000532,2,2,23,61.568,2,0.2,4.6176
6124,284,SD-20485,OFF-PA-10003883,2,2,386,20.96,4,0.2,6.812
6125,95,SS-20140,TEC-AC-10003038,2,3,2,44.75,5,0.0,8.5025
6128,1044,EH-13990,FUR-CH-10003817,2,1,21,327.996,6,0.1,54.666
6129,1089,AH-10030,OFF-BI-10002353,3,2,9,49.408,4,0.2,18.528
6130,606,EM-14200,TEC-AC-10003116,2,3,174,53.25,3,0.0,20.7675
6132,422,TB-21190,FUR-CH-10004477,2,1,21,767.214,14,0.1,161.9674
6133,175,AB-10165,OFF-PA-10001033,2,2,466,163.96,5,0.2,59.4355
6134,765,AO-10810,FUR-TA-10004152,3,1,2,161.28,2,0.2,12.096
6135,254,TT-21220,OFF-AR-10002135,4,2,375,192.8,4,0.0,55.912
6136,1090,KN-16705,TEC-AC-10000521,2,3,393,27.696,3,0.2,3.462
6138,731,FO-14305,OFF-PA-10002986,1,2,390,32.064,6,0.2,11.2224
6139,809,GA-14725,FUR-BO-10001337,2,1,9,205.666,2,0.15,-12.098
6140,24,NC-18415,OFF-ST-10000532,3,2,467,115.44,3,0.0,30.0144
6141,362,JF-15190,OFF-PA-10001497,2,2,92,274.8,5,0.0,134.652
6145,818,GT-14710,OFF-PA-10000575,2,2,156,20.07,3,0.0,9.2322
6146,1091,KM-16660,OFF-AR-10003394,2,2,50,11.76,4,0.0,3.1752
6147,610,PJ-18835,OFF-AR-10003394,2,2,9,11.76,4,0.0,3.1752
6149,812,AC-10660,TEC-PH-10003484,1,3,9,201.584,2,0.2,12.599
6150,116,JG-15310,FUR-CH-10003968,3,1,86,340.704,6,0.2,-34.0704
6151,143,RM-19375,FUR-BO-10001608,3,1,39,354.9,5,0.0,88.725
6152,772,EK-13795,FUR-BO-10004218,1,1,9,1198.33,10,0.15,70.49
6153,445,RD-19585,OFF-ST-10002485,2,2,2,87.92,4,0.0,0.8792
6154,693,CV-12805,FUR-FU-10001876,3,1,11,51.968,2,0.2,10.3936
6158,1092,AG-10330,OFF-EN-10002504,1,2,252,81.54,3,0.0,38.3238
6160,275,GM-14440,OFF-ST-10001932,2,2,2,772.68,4,0.0,108.1752
6161,1093,MC-17605,TEC-PH-10004667,3,3,122,323.976,3,0.2,28.3479
6168,704,ES-14020,OFF-PA-10002377,2,2,13,117.456,3,0.2,44.046
6169,444,RW-19540,OFF-PA-10004530,1,2,2,22.96,2,0.0,11.2504
6170,9,MM-17920,OFF-PA-10002986,1,2,25,13.36,2,0.0,6.4128
6171,1054,MH-17440,OFF-BI-10000948,1,2,21,34.248,3,0.2,11.5587
6173,1094,NZ-18565,OFF-BI-10001758,2,2,25,26.7,5,0.0,12.549
6176,481,GB-14575,FUR-CH-10000309,2,1,30,1690.04,4,0.0,422.51
6185,25,DB-13270,FUR-CH-10004218,3,1,33,403.92,5,0.2,25.245
6186,976,JK-15625,OFF-AR-10002952,2,2,11,106.8,10,0.2,10.68
6187,219,MH-17785,OFF-ST-10003058,3,2,21,70.95,3,0.0,20.5755
6190,1095,AM-10705,TEC-PH-10004345,2,3,468,383.84,4,0.2,47.98
6191,435,JM-15535,FUR-FU-10003192,2,1,21,799.56,9,0.0,207.8856
6192,1096,MW-18220,OFF-ST-10001325,4,2,5,31.44,3,0.0,8.4888
6193,66,AG-10330,OFF-PA-10000019,2,2,13,25.92,5,0.2,9.072
6196,208,CM-12160,TEC-PH-10004165,2,3,11,329.988,2,0.4,-76.9972
6198,50,RA-19915,OFF-PA-10000726,2,2,39,63.77,7,0.0,28.6965
6201,392,SB-20185,TEC-CO-10001766,2,3,149,1439.968,4,0.2,485.9892
6203,186,PK-19075,FUR-CH-10001708,2,1,340,563.92,5,0.2,7.049
6204,147,SV-20935,TEC-PH-10001305,2,3,39,235.152,8,0.4,-47.0304
6205,96,MG-17650,FUR-FU-10002885,3,1,293,7.712,2,0.2,1.7352
6206,201,CM-12445,OFF-PA-10000726,1,2,13,51.016,7,0.2,15.9425
6209,365,ME-18010,OFF-ST-10000563,2,2,293,51.168,2,0.2,-6.396
6210,238,YS-21880,OFF-BI-10003925,2,2,5,2793.528,9,0.2,942.8157
6213,105,MB-17305,OFF-FA-10003495,1,2,469,18.24,3,0.0,9.12
6215,856,AS-10240,OFF-EN-10001219,2,2,333,7.64,1,0.0,3.7436
6216,109,MC-17425,FUR-FU-10000087,2,1,21,68.16,3,0.0,27.9456
6218,1097,PG-18820,TEC-PH-10004897,2,3,104,29.97,3,0.0,0.2997
6219,201,JS-16030,TEC-PH-10001300,2,3,150,125.7,6,0.0,35.196
6222,32,JB-16000,OFF-LA-10000121,1,2,2,56.7,9,0.0,26.082
6223,331,DK-12985,FUR-FU-10000087,2,1,470,72.704,4,0.2,19.0848
6226,348,JF-15490,FUR-BO-10003660,2,1,33,66.294,1,0.7,-103.8606
6228,981,PO-18850,TEC-PH-10002923,2,3,219,88.776,3,0.2,7.7679
6229,115,BT-11530,TEC-PH-10004093,2,3,139,110.376,4,0.4,-20.2356
6231,497,NW-18400,OFF-AR-10001166,2,2,471,30.32,4,0.0,11.8248
6232,220,JF-15415,FUR-CH-10003199,4,1,5,177.568,2,0.2,8.8784
6237,1098,AC-10420,OFF-EN-10004386,2,2,11,57.576,3,0.2,21.591
6238,115,TB-21280,OFF-BI-10004506,2,2,21,26.336,4,0.2,9.2176
6239,295,HA-14905,FUR-FU-10004597,2,1,50,166.5,3,0.0,21.645
6241,517,LH-17155,OFF-BI-10004236,1,2,2,11.744,1,0.2,3.8168
6242,39,LO-17170,FUR-FU-10001185,1,1,4,247.44,8,0.0,101.4504
6243,1059,DP-13390,OFF-BI-10000977,2,2,30,18.24,2,0.7,-14.592
6244,390,CR-12580,OFF-SU-10004782,2,2,235,25.35,3,0.0,7.605
6245,312,KB-16405,OFF-AR-10002067,2,2,5,119.04,6,0.0,30.9504
6248,148,ML-17410,OFF-BI-10000632,2,2,39,43.41,1,0.0,19.9686
6252,266,MC-17575,OFF-AP-10004249,3,2,23,2.394,1,0.8,-6.3441
6253,884,VM-21685,OFF-PA-10003441,4,2,420,58.32,9,0.0,27.9936
6255,1014,VW-21775,FUR-FU-10001731,2,1,123,21.36,8,0.0,8.1168
6256,428,GK-14620,OFF-LA-10000134,2,2,244,9.856,4,0.2,3.4496
6257,684,AT-10435,OFF-BI-10003166,1,2,77,3.444,1,0.7,-2.5256
6258,808,AR-10825,OFF-SU-10000646,1,2,39,384.592,2,0.2,-81.7258
6259,262,JH-15820,OFF-EN-10004459,1,2,21,22.92,3,0.0,11.2308
6260,863,RA-19285,OFF-BI-10003529,1,2,103,11.36,4,0.0,5.5664
6261,793,RO-19780,OFF-BI-10002949,2,2,5,14.592,3,0.2,4.9248
6262,283,LR-17035,OFF-LA-10001158,2,2,86,41.4,4,0.0,19.872
6263,446,MK-17905,OFF-BI-10004584,3,2,180,442.372,7,0.8,-729.9138
6264,1024,YS-21880,OFF-BI-10004965,2,2,39,34.5,3,0.0,15.525
6265,1099,JH-15910,OFF-BI-10004654,4,2,252,28.85,5,0.0,14.425
6266,935,AT-10735,OFF-PA-10000141,2,2,317,3.488,2,0.2,1.1772
6268,486,RM-19675,TEC-PH-10002496,1,3,472,311.98,2,0.0,93.594
6270,574,BB-11545,TEC-PH-10001448,2,3,183,39.992,1,0.2,-7.9984
6273,157,AS-10285,TEC-AC-10001284,3,3,473,116.312,7,0.2,23.2624
6274,19,DK-13375,FUR-FU-10001847,1,1,5,12.42,3,0.0,4.4712
6281,605,JH-15910,OFF-LA-10000443,2,2,75,5.904,2,0.2,1.9926
6282,312,JK-15205,FUR-FU-10002874,2,1,293,63.824,2,0.2,9.5736
6284,446,EH-13765,OFF-EN-10001453,2,2,2,304.9,5,0.0,143.303
6286,147,VW-21775,FUR-TA-10003238,2,1,81,661.176,2,0.4,-231.4116
6287,1057,CG-12040,TEC-PH-10001061,2,3,466,239.976,3,0.2,17.9982
6288,1001,EB-13705,FUR-TA-10003715,2,1,9,502.488,3,0.2,-87.9354
6290,649,NF-18595,FUR-CH-10004063,1,1,456,915.136,4,0.2,102.9528
6292,574,ME-17725,FUR-CH-10001854,3,1,128,701.96,2,0.0,168.4704
6293,1100,AZ-10750,TEC-PH-10002923,2,3,2,88.776,3,0.2,7.7679
6295,1101,RF-19345,OFF-BI-10002931,3,2,21,33.552,1,0.2,12.582
6296,129,AJ-10780,OFF-AP-10002651,2,2,474,1737.18,6,0.0,503.7822
6299,618,SF-20965,OFF-BI-10001460,2,2,71,36.36,3,0.2,12.2715
6300,329,MZ-17335,FUR-FU-10003489,3,1,9,25.83,3,0.0,9.5571
6301,571,SB-20170,OFF-BI-10002794,2,2,23,24.588,3,0.8,-38.1114
6303,51,AH-10210,TEC-PH-10001305,2,3,62,195.96,5,0.2,19.596
6304,978,NK-18490,OFF-PA-10000167,1,2,332,74.352,3,0.2,23.235
6305,1024,AI-10855,OFF-PA-10002947,4,2,21,6.68,1,0.0,3.2064
6306,254,TP-21565,OFF-SU-10002301,1,2,475,17.584,7,0.2,-4.1762
6312,1102,LW-17125,FUR-FU-10004006,2,1,476,127.95,3,0.0,21.7515
6313,911,NG-18355,OFF-ST-10001932,2,2,55,579.51,3,0.0,81.1314
6315,156,NG-18355,OFF-AR-10000380,2,2,26,151.92,4,0.0,45.576
6319,920,EB-13750,TEC-PH-10004071,1,3,230,39.96,5,0.2,3.4965
6321,394,SP-20860,OFF-PA-10001800,2,2,109,10.368,2,0.2,3.6288
6322,303,SP-20545,OFF-BI-10002764,2,2,146,7.752,3,0.2,2.8101
